Identificador Usuario,Tipo Suscripción,Ingresos Mensuales,Día Suscripción,Mes Suscripción,Año Suscripción,Fecha Suscripción,Día Último Pago,Mes Último Pago,Año Último Pago,Semana suscripción,Fecha Último Pago,Meses contratados,Ingresos totales,País,País2,Edad,Género,Dispositivo,Duración Plan,Duplicados,Duracion Plan (Meses),Tipo Plan,id_cliente,fecha,importe,producto,mes,año
61,Premium,15,8,2,24,2024-02-08,1900-01-22,1900-01-06,1900-01-24,jueves,2024-06-22,5,75,EEUU,EEUU,28,Femenino,Ordenador,12 Meses,0,12,Anual,61,2033-07-21,340,Plan Estándar,7,2033
63,Estándar,13,23,2,23,2023-02-23,1900-01-27,1900-01-06,1900-01-24,jueves,2024-06-27,17,221,Italia,Italia,41,Femenino,Smart TV,1 Mes,0,1,Mensual,63,2024-09-08,196,Plan Básico,9,2024
63,Estándar,13,23,2,23,2023-02-23,1900-01-27,1900-01-06,1900-01-24,jueves,2024-06-27,17,221,Italia,Italia,41,Femenino,Smart TV,1 Mes,0,1,Mensual,63,2025-10-05,187,Plan Básico,10,2025
63,Estándar,13,23,2,23,2023-02-23,1900-01-27,1900-01-06,1900-01-24,jueves,2024-06-27,17,221,Italia,Italia,41,Femenino,Smart TV,1 Mes,0,1,Mensual,63,2033-06-18,456,Plan Básico,6,2033
64,Estándar,12,20,6,23,2023-06-20,1900-01-26,1900-01-06,1900-01-24,martes,2024-06-26,13,156,Italia,Italia,29,Masculino,Tablet,1 Mes,0,1,Mensual,64,2036-03-31,91,Plan Premium,3,2036
65,Básica,11,29,3,24,2024-03-29,1900-01-28,1900-01-06,1900-01-24,viernes,2024-06-28,3,33,España,España,40,Femenino,Ordenador,3 Meses,0,3,Trimestral,65,2023-03-23,353,Plan Básico,3,2023
65,Básica,11,29,3,24,2024-03-29,1900-01-28,1900-01-06,1900-01-24,viernes,2024-06-28,3,33,España,España,40,Femenino,Ordenador,3 Meses,0,3,Trimestral,65,2032-10-27,463,Plan Básico,10,2032
67,Básica,10,18,9,23,2023-09-18,1900-01-25,1900-01-06,1900-01-24,lunes,2024-06-25,10,100,Italia,Italia,47,Femenino,Smart TV,3 Meses,0,3,Trimestral,67,2025-02-13,143,Plan Estándar,2,2025
67,Básica,10,18,9,23,2023-09-18,1900-01-25,1900-01-06,1900-01-24,lunes,2024-06-25,10,100,Italia,Italia,47,Femenino,Smart TV,3 Meses,0,3,Trimestral,67,2028-04-20,86,Plan Básico,4,2028
68,Estándar,13,9,11,22,2022-11-09,1900-01-24,1900-01-06,1900-01-24,miércoles,2024-06-24,20,260,Australia,Australia,33,Masculino,Tablet,1 Mes,0,1,Mensual,68,2030-05-30,107,Plan Básico,5,2030
68,Estándar,13,9,11,22,2022-11-09,1900-01-24,1900-01-06,1900-01-24,miércoles,2024-06-24,20,260,Australia,Australia,33,Masculino,Tablet,1 Mes,0,1,Mensual,68,2031-02-17,268,Plan Premium,2,2031
68,Estándar,13,9,11,22,2022-11-09,1900-01-24,1900-01-06,1900-01-24,miércoles,2024-06-24,20,260,Australia,Australia,33,Masculino,Tablet,1 Mes,0,1,Mensual,68,2034-04-17,136,Plan Estándar,4,2034
69,Premium,15,23,12,23,2023-12-23,1900-01-23,1900-01-06,1900-01-24,sábado,2024-06-23,7,105,Australia,Australia,36,Femenino,Ordenador,1 Mes,0,1,Mensual,69,2024-11-19,349,Plan Básico,11,2024
69,Premium,15,23,12,23,2023-12-23,1900-01-23,1900-01-06,1900-01-24,sábado,2024-06-23,7,105,Australia,Australia,36,Femenino,Ordenador,1 Mes,0,1,Mensual,69,2033-04-28,440,Plan Premium,4,2033
69,Premium,15,23,12,23,2023-12-23,1900-01-23,1900-01-06,1900-01-24,sábado,2024-06-23,7,105,Australia,Australia,36,Femenino,Ordenador,1 Mes,0,1,Mensual,69,2033-07-12,253,Plan Básico,7,2033
71,Básica,11,26,1,23,2023-01-26,1900-01-20,1900-01-06,1900-01-24,jueves,2024-06-20,17,187,Australia,Australia,27,Masculino,Smartphone,12 Meses,0,12,Anual,71,2033-10-11,165,Plan Premium,10,2033
72,Básica,10,11,10,23,2023-10-11,1900-01-22,1900-01-06,1900-01-24,miércoles,2024-06-22,9,90,Australia,Australia,31,Femenino,Smartphone,1 Mes,0,1,Mensual,72,2027-02-24,413,Plan Básico,2,2027
72,Básica,10,11,10,23,2023-10-11,1900-01-22,1900-01-06,1900-01-24,miércoles,2024-06-22,9,90,Australia,Australia,31,Femenino,Smartphone,1 Mes,0,1,Mensual,72,2034-11-22,346,Plan Premium,11,2034
72,Básica,10,11,10,23,2023-10-11,1900-01-22,1900-01-06,1900-01-24,miércoles,2024-06-22,9,90,Australia,Australia,31,Femenino,Smartphone,1 Mes,0,1,Mensual,72,2035-02-06,79,Plan Estándar,2,2035
72,Básica,10,11,10,23,2023-10-11,1900-01-22,1900-01-06,1900-01-24,miércoles,2024-06-22,9,90,Australia,Australia,31,Femenino,Smartphone,1 Mes,0,1,Mensual,72,2035-08-23,368,Plan Premium,8,2035
73,Estándar,12,27,9,23,2023-09-27,1900-01-26,1900-01-06,1900-01-24,miércoles,2024-06-26,9,108,EEUU,EEUU,28,Femenino,Ordenador,6 Meses,0,6,Semestral,73,2028-04-07,268,Plan Básico,4,2028
73,Estándar,12,27,9,23,2023-09-27,1900-01-26,1900-01-06,1900-01-24,miércoles,2024-06-26,9,108,EEUU,EEUU,28,Femenino,Ordenador,6 Meses,0,6,Semestral,73,2028-07-03,418,Plan Básico,7,2028
73,Estándar,12,27,9,23,2023-09-27,1900-01-26,1900-01-06,1900-01-24,miércoles,2024-06-26,9,108,EEUU,EEUU,28,Femenino,Ordenador,6 Meses,0,6,Semestral,73,2033-02-21,426,Plan Estándar,2,2033
73,Estándar,12,27,9,23,2023-09-27,1900-01-26,1900-01-06,1900-01-24,miércoles,2024-06-26,9,108,EEUU,EEUU,28,Femenino,Ordenador,6 Meses,0,6,Semestral,73,2033-04-08,292,Plan Estándar,4,2033
75,Básica,11,28,5,23,2023-05-28,1900-01-26,1900-01-06,1900-01-24,domingo,2024-06-26,13,143,Australia,Australia,28,Femenino,Ordenador,12 Meses,0,12,Anual,75,2025-03-21,256,Plan Premium,3,2025
75,Básica,11,28,5,23,2023-05-28,1900-01-26,1900-01-06,1900-01-24,domingo,2024-06-26,13,143,Australia,Australia,28,Femenino,Ordenador,12 Meses,0,12,Anual,75,2026-01-23,359,Plan Básico,1,2026
75,Básica,11,28,5,23,2023-05-28,1900-01-26,1900-01-06,1900-01-24,domingo,2024-06-26,13,143,Australia,Australia,28,Femenino,Ordenador,12 Meses,0,12,Anual,75,2029-06-27,205,Plan Premium,6,2029
76,Básica,11,29,12,22,2022-12-29,1900-01-26,1900-01-06,1900-01-24,jueves,2024-06-26,18,198,EEUU,EEUU,51,Femenino,Ordenador,1 Mes,0,1,Mensual,76,2024-04-26,184,Plan Básico,4,2024
76,Básica,11,29,12,22,2022-12-29,1900-01-26,1900-01-06,1900-01-24,jueves,2024-06-26,18,198,EEUU,EEUU,51,Femenino,Ordenador,1 Mes,0,1,Mensual,76,2036-02-20,61,Plan Premium,2,2036
76,Básica,11,29,12,22,2022-12-29,1900-01-26,1900-01-06,1900-01-24,jueves,2024-06-26,18,198,EEUU,EEUU,51,Femenino,Ordenador,1 Mes,0,1,Mensual,76,2036-03-18,212,Plan Básico,3,2036
77,Premium,15,25,12,23,2023-12-25,1900-01-23,1900-01-06,1900-01-24,lunes,2024-06-23,6,90,EEUU,EEUU,45,Femenino,Smartphone,12 Meses,0,12,Anual,77,2031-02-10,260,Plan Premium,2,2031
77,Premium,15,25,12,23,2023-12-25,1900-01-23,1900-01-06,1900-01-24,lunes,2024-06-23,6,90,EEUU,EEUU,45,Femenino,Smartphone,12 Meses,0,12,Anual,77,2034-03-11,348,Plan Básico,3,2034
78,Estándar,12,18,11,23,2023-11-18,1900-01-28,1900-01-06,1900-01-24,sábado,2024-06-28,8,96,Australia,Australia,49,Masculino,Tablet,1 Mes,0,1,Mensual,78,2025-06-02,108,Plan Estándar,6,2025
78,Estándar,12,18,11,23,2023-11-18,1900-01-28,1900-01-06,1900-01-24,sábado,2024-06-28,8,96,Australia,Australia,49,Masculino,Tablet,1 Mes,0,1,Mensual,78,2032-11-05,405,Plan Premium,11,2032
79,Estándar,13,3,12,23,2023-12-03,1900-01-25,1900-01-06,1900-01-24,domingo,2024-06-25,7,91,Reino Unido,Reino Unido,43,Femenino,Ordenador,6 Meses,0,6,Semestral,79,2028-11-18,389,Plan Premium,11,2028
80,Básica,10,8,11,23,2023-11-08,1900-01-22,1900-01-06,1900-01-24,miércoles,2024-06-22,8,80,EEUU,EEUU,43,Masculino,Tablet,3 Meses,0,3,Trimestral,80,2024-07-17,473,Plan Premium,7,2024
82,Estándar,13,7,12,23,2023-12-07,1900-01-28,1900-01-06,1900-01-24,jueves,2024-06-28,7,91,Reino Unido,Reino Unido,35,Masculino,Ordenador,12 Meses,0,12,Anual,82,2025-12-20,47,Plan Premium,12,2025
82,Estándar,13,7,12,23,2023-12-07,1900-01-28,1900-01-06,1900-01-24,jueves,2024-06-28,7,91,Reino Unido,Reino Unido,35,Masculino,Ordenador,12 Meses,0,12,Anual,82,2031-05-02,65,Plan Premium,5,2031
82,Estándar,13,7,12,23,2023-12-07,1900-01-28,1900-01-06,1900-01-24,jueves,2024-06-28,7,91,Reino Unido,Reino Unido,35,Masculino,Ordenador,12 Meses,0,12,Anual,82,2033-11-27,219,Plan Estándar,11,2033
83,Básica,10,20,10,23,2023-10-20,1900-01-26,1900-01-06,1900-01-24,viernes,2024-06-26,9,90,Canadá,Canadá,46,Femenino,Smartphone,3 Meses,0,3,Trimestral,83,2024-09-24,89,Plan Estándar,9,2024
83,Básica,10,20,10,23,2023-10-20,1900-01-26,1900-01-06,1900-01-24,viernes,2024-06-26,9,90,Canadá,Canadá,46,Femenino,Smartphone,3 Meses,0,3,Trimestral,83,2030-05-02,298,Plan Estándar,5,2030
83,Básica,10,20,10,23,2023-10-20,1900-01-26,1900-01-06,1900-01-24,viernes,2024-06-26,9,90,Canadá,Canadá,46,Femenino,Smartphone,3 Meses,0,3,Trimestral,83,2033-03-21,89,Plan Premium,3,2033
84,Estándar,13,13,4,24,2024-04-13,1900-01-25,1900-01-06,1900-01-24,sábado,2024-06-25,3,39,EEUU,EEUU,32,Masculino,Smartphone,12 Meses,0,12,Anual,84,2027-01-08,433,Plan Básico,1,2027
84,Estándar,13,13,4,24,2024-04-13,1900-01-25,1900-01-06,1900-01-24,sábado,2024-06-25,3,39,EEUU,EEUU,32,Masculino,Smartphone,12 Meses,0,12,Anual,84,2032-07-15,217,Plan Estándar,7,2032
86,Básica,11,4,3,23,2023-03-04,1900-01-25,1900-01-06,1900-01-24,sábado,2024-06-25,16,176,EEUU,EEUU,29,Femenino,Smartphone,6 Meses,0,6,Semestral,86,2027-10-16,90,Plan Estándar,10,2027
86,Básica,11,4,3,23,2023-03-04,1900-01-25,1900-01-06,1900-01-24,sábado,2024-06-25,16,176,EEUU,EEUU,29,Femenino,Smartphone,6 Meses,0,6,Semestral,86,2032-05-06,98,Plan Básico,5,2032
87,Premium,15,28,12,22,2022-12-28,1900-01-23,1900-01-06,1900-01-24,miércoles,2024-06-23,18,270,Francia,Francia,45,Masculino,Smart TV,3 Meses,0,3,Trimestral,87,2028-11-26,461,Plan Estándar,11,2028
87,Premium,15,28,12,22,2022-12-28,1900-01-23,1900-01-06,1900-01-24,miércoles,2024-06-23,18,270,Francia,Francia,45,Masculino,Smart TV,3 Meses,0,3,Trimestral,87,2033-08-11,332,Plan Estándar,8,2033
87,Premium,15,28,12,22,2022-12-28,1900-01-23,1900-01-06,1900-01-24,miércoles,2024-06-23,18,270,Francia,Francia,45,Masculino,Smart TV,3 Meses,0,3,Trimestral,87,2035-05-07,190,Plan Básico,5,2035
88,Estándar,12,27,9,23,2023-09-27,1900-01-28,1900-01-06,1900-01-24,miércoles,2024-06-28,10,120,EEUU,EEUU,47,Masculino,Tablet,3 Meses,0,3,Trimestral,88,2029-03-01,175,Plan Estándar,3,2029
90,Estándar,13,3,2,24,2024-02-03,1900-01-23,1900-01-06,1900-01-24,sábado,2024-06-23,5,65,Reino Unido,Reino Unido,49,Femenino,Smartphone,6 Meses,0,6,Semestral,90,2024-03-19,438,Plan Básico,3,2024
90,Estándar,13,3,2,24,2024-02-03,1900-01-23,1900-01-06,1900-01-24,sábado,2024-06-23,5,65,Reino Unido,Reino Unido,49,Femenino,Smartphone,6 Meses,0,6,Semestral,90,2024-08-08,123,Plan Básico,8,2024
90,Estándar,13,3,2,24,2024-02-03,1900-01-23,1900-01-06,1900-01-24,sábado,2024-06-23,5,65,Reino Unido,Reino Unido,49,Femenino,Smartphone,6 Meses,0,6,Semestral,90,2027-04-02,328,Plan Premium,4,2027
90,Estándar,13,3,2,24,2024-02-03,1900-01-23,1900-01-06,1900-01-24,sábado,2024-06-23,5,65,Reino Unido,Reino Unido,49,Femenino,Smartphone,6 Meses,0,6,Semestral,90,2034-06-12,88,Plan Básico,6,2034
90,Estándar,13,3,2,24,2024-02-03,1900-01-23,1900-01-06,1900-01-24,sábado,2024-06-23,5,65,Reino Unido,Reino Unido,49,Femenino,Smartphone,6 Meses,0,6,Semestral,90,2036-03-14,207,Plan Premium,3,2036
91,Premium,14,3,10,23,2023-10-03,1900-01-23,1900-01-06,1900-01-24,martes,2024-06-23,9,126,Australia,Australia,39,Masculino,Tablet,6 Meses,0,6,Semestral,91,2024-06-14,436,Plan Premium,6,2024
91,Premium,14,3,10,23,2023-10-03,1900-01-23,1900-01-06,1900-01-24,martes,2024-06-23,9,126,Australia,Australia,39,Masculino,Tablet,6 Meses,0,6,Semestral,91,2035-06-06,400,Plan Estándar,6,2035
92,Básica,11,5,1,23,2023-01-05,1900-01-28,1900-01-06,1900-01-24,jueves,2024-06-28,18,198,Francia,Francia,39,Masculino,Smart TV,6 Meses,0,6,Semestral,92,2028-07-31,84,Plan Básico,7,2028
93,Estándar,13,5,2,23,2023-02-05,1900-01-26,1900-01-06,1900-01-24,domingo,2024-06-26,17,221,Francia,Francia,35,Masculino,Smartphone,1 Mes,0,1,Mensual,93,2024-12-07,110,Plan Premium,12,2024
93,Estándar,13,5,2,23,2023-02-05,1900-01-26,1900-01-06,1900-01-24,domingo,2024-06-26,17,221,Francia,Francia,35,Masculino,Smartphone,1 Mes,0,1,Mensual,93,2033-10-02,331,Plan Básico,10,2033
93,Estándar,13,5,2,23,2023-02-05,1900-01-26,1900-01-06,1900-01-24,domingo,2024-06-26,17,221,Francia,Francia,35,Masculino,Smartphone,1 Mes,0,1,Mensual,93,2034-05-30,244,Plan Premium,5,2034
95,Básica,11,28,2,23,2023-02-28,1900-01-25,1900-01-06,1900-01-24,martes,2024-06-25,16,176,Francia,Francia,34,Masculino,Ordenador,1 Mes,0,1,Mensual,95,2025-07-29,411,Plan Básico,7,2025
95,Básica,11,28,2,23,2023-02-28,1900-01-25,1900-01-06,1900-01-24,martes,2024-06-25,16,176,Francia,Francia,34,Masculino,Ordenador,1 Mes,0,1,Mensual,95,2028-07-16,191,Plan Estándar,7,2028
96,Premium,14,26,7,23,2023-07-26,1900-01-24,1900-01-06,1900-01-24,miércoles,2024-06-24,11,154,EEUU,EEUU,32,Masculino,Ordenador,1 Mes,0,1,Mensual,96,2023-05-02,284,Plan Estándar,5,2023
98,Estándar,13,7,3,23,2023-03-07,1900-01-28,1900-01-06,1900-01-24,martes,2024-06-28,16,208,EEUU,EEUU,31,Femenino,Tablet,12 Meses,0,12,Anual,98,2026-03-01,106,Plan Estándar,3,2026
98,Estándar,13,7,3,23,2023-03-07,1900-01-28,1900-01-06,1900-01-24,martes,2024-06-28,16,208,EEUU,EEUU,31,Femenino,Tablet,12 Meses,0,12,Anual,98,2029-10-21,307,Plan Básico,10,2029
99,Estándar,13,13,1,24,2024-01-13,1900-01-24,1900-01-06,1900-01-24,sábado,2024-06-24,6,78,Alemania,Alemania,29,Femenino,Tablet,6 Meses,0,6,Semestral,99,2023-09-03,357,Plan Estándar,9,2023
100,Básica,11,22,1,24,2024-01-22,1900-01-25,1900-01-06,1900-01-24,lunes,2024-06-25,6,66,Australia,Australia,35,Masculino,Ordenador,6 Meses,0,6,Semestral,100,2033-02-26,28,Plan Estándar,2,2033
102,Básica,11,29,3,23,2023-03-29,1900-01-28,1900-01-06,1900-01-24,miércoles,2024-06-28,15,165,Reino Unido,Reino Unido,31,Masculino,Tablet,1 Mes,0,1,Mensual,102,2026-04-01,191,Plan Básico,4,2026
102,Básica,11,29,3,23,2023-03-29,1900-01-28,1900-01-06,1900-01-24,miércoles,2024-06-28,15,165,Reino Unido,Reino Unido,31,Masculino,Tablet,1 Mes,0,1,Mensual,102,2027-03-09,256,Plan Premium,3,2027
103,Estándar,13,4,4,23,2023-04-04,1900-01-26,1900-01-06,1900-01-24,martes,2024-06-26,15,195,Australia,Australia,36,Masculino,Ordenador,6 Meses,0,6,Semestral,103,2035-11-08,17,Plan Estándar,11,2035
104,Premium,14,8,6,23,2023-06-08,1900-01-25,1900-01-06,1900-01-24,jueves,2024-06-25,13,182,Brasil,Brasil,38,Masculino,Ordenador,6 Meses,0,6,Semestral,104,2023-08-31,343,Plan Estándar,8,2023
104,Premium,14,8,6,23,2023-06-08,1900-01-25,1900-01-06,1900-01-24,jueves,2024-06-25,13,182,Brasil,Brasil,38,Masculino,Ordenador,6 Meses,0,6,Semestral,104,2032-10-01,386,Plan Premium,10,2032
104,Premium,14,8,6,23,2023-06-08,1900-01-25,1900-01-06,1900-01-24,jueves,2024-06-25,13,182,Brasil,Brasil,38,Masculino,Ordenador,6 Meses,0,6,Semestral,104,2034-03-10,403,Plan Básico,3,2034
104,Premium,14,8,6,23,2023-06-08,1900-01-25,1900-01-06,1900-01-24,jueves,2024-06-25,13,182,Brasil,Brasil,38,Masculino,Ordenador,6 Meses,0,6,Semestral,104,2035-03-09,251,Plan Básico,3,2035
105,Básica,11,4,3,23,2023-03-04,1900-01-27,1900-01-06,1900-01-24,sábado,2024-06-27,16,176,Canadá,Canadá,46,Femenino,Ordenador,3 Meses,0,3,Trimestral,105,2028-11-02,481,Plan Premium,11,2028
105,Básica,11,4,3,23,2023-03-04,1900-01-27,1900-01-06,1900-01-24,sábado,2024-06-27,16,176,Canadá,Canadá,46,Femenino,Ordenador,3 Meses,0,3,Trimestral,105,2030-10-24,226,Plan Básico,10,2030
105,Básica,11,4,3,23,2023-03-04,1900-01-27,1900-01-06,1900-01-24,sábado,2024-06-27,16,176,Canadá,Canadá,46,Femenino,Ordenador,3 Meses,0,3,Trimestral,105,2032-06-18,101,Plan Estándar,6,2032
105,Básica,11,4,3,23,2023-03-04,1900-01-27,1900-01-06,1900-01-24,sábado,2024-06-27,16,176,Canadá,Canadá,46,Femenino,Ordenador,3 Meses,0,3,Trimestral,105,2035-04-30,447,Plan Básico,4,2035
106,Premium,15,18,3,23,2023-03-18,1900-01-24,1900-01-06,1900-01-24,sábado,2024-06-24,16,240,Italia,Italia,49,Femenino,Tablet,6 Meses,0,6,Semestral,106,2027-04-06,64,Plan Premium,4,2027
106,Premium,15,18,3,23,2023-03-18,1900-01-24,1900-01-06,1900-01-24,sábado,2024-06-24,16,240,Italia,Italia,49,Femenino,Tablet,6 Meses,0,6,Semestral,106,2028-01-20,34,Plan Premium,1,2028
107,Básica,11,7,3,23,2023-03-07,1900-01-24,1900-01-06,1900-01-24,martes,2024-06-24,16,176,Italia,Italia,29,Femenino,Smart TV,3 Meses,0,3,Trimestral,107,2024-12-30,364,Plan Estándar,12,2024
108,Estándar,13,24,5,23,2023-05-24,1900-01-25,1900-01-06,1900-01-24,miércoles,2024-06-25,14,182,Reino Unido,Reino Unido,27,Femenino,Smart TV,12 Meses,0,12,Anual,108,2026-03-29,22,Plan Premium,3,2026
109,Estándar,13,8,2,24,2024-02-08,1900-01-25,1900-01-06,1900-01-24,jueves,2024-06-25,5,65,Canadá,Canadá,35,Femenino,Tablet,12 Meses,0,12,Anual,109,2034-12-25,309,Plan Estándar,12,2034
110,Básica,11,26,1,24,2024-01-26,1900-01-24,1900-01-06,1900-01-24,viernes,2024-06-24,5,55,Reino Unido,Reino Unido,37,Femenino,Ordenador,12 Meses,0,12,Anual,110,2034-08-18,367,Plan Estándar,8,2034
111,Premium,14,14,7,23,2023-07-14,1900-01-27,1900-01-06,1900-01-24,viernes,2024-06-27,12,168,Australia,Australia,40,Masculino,Tablet,12 Meses,0,12,Anual,111,2025-02-19,57,Plan Estándar,2,2025
111,Premium,14,14,7,23,2023-07-14,1900-01-27,1900-01-06,1900-01-24,viernes,2024-06-27,12,168,Australia,Australia,40,Masculino,Tablet,12 Meses,0,12,Anual,111,2027-04-26,275,Plan Premium,4,2027
112,Básica,10,1,6,23,2023-06-01,1900-01-28,1900-01-06,1900-01-24,jueves,2024-06-28,13,130,Canadá,Canadá,33,Femenino,Ordenador,1 Mes,0,1,Mensual,112,2032-07-19,169,Plan Estándar,7,2032
113,Estándar,13,7,5,23,2023-05-07,1900-01-26,1900-01-06,1900-01-24,domingo,2024-06-26,14,182,Canadá,Canadá,37,Masculino,Tablet,1 Mes,0,1,Mensual,113,2025-04-12,487,Plan Básico,4,2025
113,Estándar,13,7,5,23,2023-05-07,1900-01-26,1900-01-06,1900-01-24,domingo,2024-06-26,14,182,Canadá,Canadá,37,Masculino,Tablet,1 Mes,0,1,Mensual,113,2031-06-07,109,Plan Estándar,6,2031
113,Estándar,13,7,5,23,2023-05-07,1900-01-26,1900-01-06,1900-01-24,domingo,2024-06-26,14,182,Canadá,Canadá,37,Masculino,Tablet,1 Mes,0,1,Mensual,113,2032-12-09,374,Plan Básico,12,2032
115,Básica,11,5,4,23,2023-04-05,1900-01-25,1900-01-06,1900-01-24,miércoles,2024-06-25,15,165,Italia,Italia,50,Femenino,Ordenador,12 Meses,0,12,Anual,115,2024-03-23,224,Plan Estándar,3,2024
115,Básica,11,5,4,23,2023-04-05,1900-01-25,1900-01-06,1900-01-24,miércoles,2024-06-25,15,165,Italia,Italia,50,Femenino,Ordenador,12 Meses,0,12,Anual,115,2033-09-06,343,Plan Estándar,9,2033
116,Premium,15,19,5,23,2023-05-19,1900-01-23,1900-01-06,1900-01-24,viernes,2024-06-23,14,210,EEUU,EEUU,45,Femenino,Smart TV,6 Meses,0,6,Semestral,116,2028-04-30,97,Plan Básico,4,2028
116,Premium,15,19,5,23,2023-05-19,1900-01-23,1900-01-06,1900-01-24,viernes,2024-06-23,14,210,EEUU,EEUU,45,Femenino,Smart TV,6 Meses,0,6,Semestral,116,2031-05-11,323,Plan Básico,5,2031
116,Premium,15,19,5,23,2023-05-19,1900-01-23,1900-01-06,1900-01-24,viernes,2024-06-23,14,210,EEUU,EEUU,45,Femenino,Smart TV,6 Meses,0,6,Semestral,116,2032-06-04,219,Plan Estándar,6,2032
116,Premium,15,19,5,23,2023-05-19,1900-01-23,1900-01-06,1900-01-24,viernes,2024-06-23,14,210,EEUU,EEUU,45,Femenino,Smart TV,6 Meses,0,6,Semestral,116,2036-01-18,399,Plan Básico,1,2036
117,Básica,11,30,10,22,2022-10-30,1900-01-23,1900-01-06,1900-01-24,domingo,2024-06-23,20,220,Brasil,Brasil,40,Femenino,Tablet,12 Meses,0,12,Anual,117,2024-01-10,238,Plan Básico,1,2024
117,Básica,11,30,10,22,2022-10-30,1900-01-23,1900-01-06,1900-01-24,domingo,2024-06-23,20,220,Brasil,Brasil,40,Femenino,Tablet,12 Meses,0,12,Anual,117,2025-09-09,166,Plan Estándar,9,2025
117,Básica,11,30,10,22,2022-10-30,1900-01-23,1900-01-06,1900-01-24,domingo,2024-06-23,20,220,Brasil,Brasil,40,Femenino,Tablet,12 Meses,0,12,Anual,117,2027-02-18,23,Plan Premium,2,2027
118,Estándar,12,7,8,23,2023-08-07,1900-01-27,1900-01-06,1900-01-24,lunes,2024-06-27,11,132,Australia,Australia,33,Masculino,Smartphone,3 Meses,0,3,Trimestral,118,2025-03-25,155,Plan Estándar,3,2025
118,Estándar,12,7,8,23,2023-08-07,1900-01-27,1900-01-06,1900-01-24,lunes,2024-06-27,11,132,Australia,Australia,33,Masculino,Smartphone,3 Meses,0,3,Trimestral,118,2031-12-03,494,Plan Estándar,12,2031
119,Estándar,12,20,9,23,2023-09-20,1900-01-25,1900-01-06,1900-01-24,miércoles,2024-06-25,10,120,EEUU,EEUU,44,Femenino,Smartphone,3 Meses,0,3,Trimestral,119,2029-01-01,342,Plan Estándar,1,2029
119,Estándar,12,20,9,23,2023-09-20,1900-01-25,1900-01-06,1900-01-24,miércoles,2024-06-25,10,120,EEUU,EEUU,44,Femenino,Smartphone,3 Meses,0,3,Trimestral,119,2031-12-23,307,Plan Premium,12,2031
120,Básica,10,18,10,23,2023-10-18,1900-01-25,1900-01-06,1900-01-24,miércoles,2024-06-25,9,90,Alemania,Alemania,30,Femenino,Smart TV,3 Meses,0,3,Trimestral,120,2024-01-03,263,Plan Premium,1,2024
121,Premium,14,3,10,23,2023-10-03,1900-01-24,1900-01-06,1900-01-24,martes,2024-06-24,9,126,Canadá,Canadá,27,Masculino,Smart TV,1 Mes,0,1,Mensual,121,2033-06-29,424,Plan Básico,6,2033
123,Estándar,13,25,5,23,2023-05-25,1900-01-26,1900-01-06,1900-01-24,jueves,2024-06-26,14,182,Reino Unido,Reino Unido,49,Femenino,Smartphone,6 Meses,0,6,Semestral,123,2023-07-06,440,Plan Estándar,7,2023
124,Premium,14,5,11,23,2023-11-05,1900-01-25,1900-01-06,1900-01-24,domingo,2024-06-25,8,112,Canadá,Canadá,43,Masculino,Ordenador,1 Mes,0,1,Mensual,124,2028-09-12,436,Plan Estándar,9,2028
124,Premium,14,5,11,23,2023-11-05,1900-01-25,1900-01-06,1900-01-24,domingo,2024-06-25,8,112,Canadá,Canadá,43,Masculino,Ordenador,1 Mes,0,1,Mensual,124,2030-03-18,371,Plan Básico,3,2030
124,Premium,14,5,11,23,2023-11-05,1900-01-25,1900-01-06,1900-01-24,domingo,2024-06-25,8,112,Canadá,Canadá,43,Masculino,Ordenador,1 Mes,0,1,Mensual,124,2031-02-03,112,Plan Premium,2,2031
125,Básica,10,21,8,23,2023-08-21,1900-01-24,1900-01-06,1900-01-24,lunes,2024-06-24,11,110,España,España,42,Masculino,Smartphone,6 Meses,0,6,Semestral,125,2035-12-31,211,Plan Premium,12,2035
126,Premium,14,21,9,23,2023-09-21,1900-01-23,1900-01-06,1900-01-24,jueves,2024-06-23,10,140,Canadá,Canadá,45,Masculino,Ordenador,12 Meses,0,12,Anual,126,2025-02-08,411,Plan Premium,2,2025
126,Premium,14,21,9,23,2023-09-21,1900-01-23,1900-01-06,1900-01-24,jueves,2024-06-23,10,140,Canadá,Canadá,45,Masculino,Ordenador,12 Meses,0,12,Anual,126,2027-09-23,410,Plan Estándar,9,2027
126,Premium,14,21,9,23,2023-09-21,1900-01-23,1900-01-06,1900-01-24,jueves,2024-06-23,10,140,Canadá,Canadá,45,Masculino,Ordenador,12 Meses,0,12,Anual,126,2030-12-31,51,Plan Estándar,12,2030
126,Premium,14,21,9,23,2023-09-21,1900-01-23,1900-01-06,1900-01-24,jueves,2024-06-23,10,140,Canadá,Canadá,45,Masculino,Ordenador,12 Meses,0,12,Anual,126,2031-05-28,189,Plan Premium,5,2031
127,Básica,11,23,11,22,2022-11-23,1900-01-23,1900-01-06,1900-01-24,miércoles,2024-06-23,20,220,EEUU,EEUU,36,Masculino,Smartphone,1 Mes,0,1,Mensual,127,2025-08-21,99,Plan Básico,8,2025
